Island_Site,0,11.25,22.5,33.75,45,56.25,67.5,78.75,90,101.25,112.5,123.75,135,146.25,157.5,168.75,180,191.25,202.5,213.75,225,236.25,247.5,258.75,270,281.25,292.5,303.75,315,326.25,337.5,348.75
Aride_1,359.9627899,378.9241021,429.8280053,448.0299624,615.5582518,650000,650000,650000,650000,650000,650000,650000,9840.605156,8488.275039,8725.100182,8709.155156,650000,650000,46247.81545,46089.84633,650000,55984.71033,50670.58595,650000,650000,650000,650000,792.2349152,505.7278618,420.488917,376.7913553,360.4283044
Cousine_1,650000,650000,650000,2022.013339,5364.939872,5197.329834,6858.316831,8062.052394,8567.981433,650000,650000,650000,650000,650000,650000,469.1652792,402.8512496,365.8556892,376.8182802,313.4990596,260.1547232,226.8107629,216.7786262,216.6100198,220.7696238,243.1597936,650000,650000,650000,650000,650000,650000
Felicite_1,404.7727985,287.6071006,260.2489719,243.2320654,231.7203383,156.7746747,139.1450421,115.3339701,142.322201,163.5684845,213.885978,349.1678757,444.0210593,650000,650000,650000,650000,650000,4150.990617,3605.54376,3397.915388,3394.619885,3678.747598,8310.859818,9547.007228,17564.58858,650000,650000,650000,650000,650000,459.2443022
Fregate_H,650000,650000,650000,650000,650000,650000,650000,650000,650000,650000,650000,650000,650000,1100.829613,526.7698753,350.7947152,276.336965,232.0121815,198.078515,190.3608196,186.1051397,194.0365651,227.7278788,252.3606889,307.2289098,650000,650000,650000,40210.31521,32352.2858,25760.4681,650000
Fregate_L,375.9110298,281.2301278,237.7340892,222.9424121,220.0859074,226.2407662,250.0223329,305.6465753,379.6603767,405.9835861,457.3528591,650000,650000,650000,650000,650000,650000,650000,650000,650000,650000,650000,49677.41143,46784.15242,52335.40884,650000,650000,650000,650000,34457.71268,25950.57749,430.9513108
