"","0","11.25","22.5","33.75","45","56.25","67.5","78.75","90","101.25","112.5","123.75","135","146.25","157.5","168.75","180","191.25","202.5","213.75","225","236.25","247.5","258.75","270","281.25","292.5","303.75","315","326.25","337.5","348.75"
"1",359.962789904841,378.924102137405,429.828005339104,448.029962365078,615.558251792543,650000,650000,650000,650000,650000,650000,650000,9840.60515614192,8488.27503925443,8725.10018246547,8709.15515624218,650000,650000,46247.8154500691,46089.8463274127,650000,55984.7103291771,50670.5859471034,650000,650000,650000,650000,792.234915169664,505.727861755806,420.488917046355,376.791355309126,360.428304402555
"2",650000,650000,650000,2022.01333916303,5364.93987203228,5197.32983386273,6858.31683071567,8062.05239378604,8567.98143301352,650000,650000,650000,650000,650000,650000,469.165279173317,402.851249550597,365.855689240178,376.818280215336,313.499059625675,260.154723154941,226.810762928205,216.778626239986,216.610019810948,220.769623759851,243.159793580419,650000,650000,650000,650000,650000,650000
"3",404.772798485825,287.607100643474,260.248971873824,243.232065422872,231.72033832445,156.774674716039,139.145042105174,115.333970113271,142.322200967559,163.568484524831,213.885978013981,349.167875682883,444.021059254918,650000,650000,650000,650000,650000,4150.99061711672,3605.54376002936,3397.91538780805,3394.61988519196,3678.74759830608,8310.85981839564,9547.00722840737,17564.5885779367,650000,650000,650000,650000,650000,459.244302223402
"4",650000,650000,650000,650000,650000,650000,650000,650000,650000,650000,650000,650000,650000,1100.82961270362,526.769875285912,350.794715197687,276.336965020971,232.01218146839,198.078515046042,190.360819625324,186.105139691901,194.036565096321,227.727878819785,252.36068889963,307.228909800525,650000,650000,650000,40210.3152079823,32352.2857999149,25760.4681028791,650000
"5",375.911029781353,281.230127827701,237.734089218096,222.942412142061,220.085907381455,226.240766239745,250.022332890173,305.646575305241,379.660376743317,405.983586117833,457.352859117966,650000,650000,650000,650000,650000,650000,650000,650000,650000,650000,650000,49677.4114271779,46784.1524190127,52335.4088420988,650000,650000,650000,650000,34457.7126836487,25950.5774886215,430.951310775716
